Player_Name,Points,Team,height,weight,Position,collage,Age,All_Star
"Chuck Noble",476,FTW,193,86,SG,"University of Louisville",25,0
"Togo Palazzi",556,TOT,193,92,SF,"College of the Holy Cross",24,0
"Togo Palazzi",105,BOS,193,92,SF,"College of the Holy Cross",24,0
"Togo Palazzi",451,SYR,193,92,SF,"College of the Holy Cross",24,0
"Med Park",344,STL,188,92,SG,"University of Missouri",23,0
"Jim Paxson",446,MNL,198,90,SF,"University of Dayton",24,0
"Bob Pettit*",1755,STL,206,92,C,"Louisiana State University",24,0
"Andy Phillip*",298,BOS,188,88,PG,"University of Illinois at Urbana-Champaign",34,0
"Dave Piontek",636,ROC,198,104,SF,"Xavier University",22,0
"Frank Ramsey*",418,BOS,190,86,SG,"University of Kentucky",25,0
"Jim Ray",7,SYR,185,81,G,"University of Toledo",23,0
"Richie Regan",696,ROC,188,81,PG,"Seton Hall University",26,0
"Dick Ricketts",804,ROC,201,97,C,"Duquesne University",23,0
"Arnie Risen*",344,BOS,206,90,C,"Ohio State University",32,0
"Red Rocha",381,FTW,206,83,C,"Oregon State University",33,0
"Dick Rosenthal",51,FTW,196,92,SF,"University of Notre Dame",27,0
"Bill Russell*",706,BOS,208,97,C,"University of San Francisco",22,0
"Don Savage",18,SYR,190,92,F-G,"LeMoyne College",28,0
"Dolph Schayes*",1617,SYR,203,99,PF,"New York University",28,0
"Dick Schnittker",386,MNL,196,90,SF,"Ohio State University",28,0
"Kenny Sears",1069,NYK,206,89,SF,"Santa Clara University",23,0
"Paul Seymour",387,SYR,185,81,PG,"University of Toledo",29,0
"Chuck Share",739,STL,211,106,C,"Bowling Green State University",29,0
"Bill Sharman*",1413,BOS,185,79,SG,"University of Southern California",30,0
"Ron Shavlik",10,NYK,203,90,F,"North Carolina State University",23,0
"Gene Shue",787,FTW,188,77,PG,"University of Maryland",25,0
"Whitey Skoog",200,MNL,180,81,SG,"University of Minnesota",30,0
"Ron Sobie",484,NYK,190,83,SG,"DePaul University",22,0
"Art Spoelstra",522,ROC,206,99,C,"Western Kentucky University",24,0
"Norm Stewart",10,STL,196,92,F,"University of Missouri",22,0
"Maurice Stokes*",1124,ROC,201,105,PF,"Saint Francis University",23,0
"Bill Thieben",237,FTW,201,97,PF,"Hofstra University",21,0
"Lou Tsioropoulos",227,BOS,196,86,SF,"University of Kentucky",26,0
"Jim Tucker",34,SYR,201,83,PF,"Duquesne University",24,0
"Jack Twyman*",1174,ROC,198,95,SG,"University of Cincinnati",22,0
"Bobby Wanzer*",82,ROC,183,77,SG,"Seton Hall University",35,0
"Bob Williams",4,MNL,198,104,F,"Florida Agricultural and Mechanical University",25,0
"George Yardley*",1547,FTW,196,86,SF,"Stanford University",28,0
"Paul Arizin*",1406,PHW,193,86,SF,"Villanova University",29,0
"Dick Atha",44,DET,188,86,SG,"Indiana State University",26,0
"Ernie Beck",714,PHW,193,86,SG,"University of Pennsylvania",26,0
"Al Bianchi",570,SYR,190,83,SG,"Bowling Green State University",25,0
"Carl Braun",1173,NYK,196,81,PG,"Colgate University",30,0
"George Brown",1,MNL,198,86,F,"Wayne State University",22,0
"Bob Burrow",55,MNL,201,103,C,"University of Kentucky",23,0
"Nat Clifton*",525,DET,198,99,PF,"Xavier University of Louisiana",35,0
"Jack Coleman",546,STL,201,88,PF,"University of Louisville",33,0
"Ed Conlin",901,SYR,196,90,SF,"Fordham University",24,0
"Larry Costello",1076,SYR,185,84,PG,"Niagara University",26,0
"Bob Cousy*",1167,BOS,185,79,PG,"College of the Holy Cross",29,0
"Walt Davis",231,TOT,203,92,PF,"Texas A&M University",27,0
"Walt Davis",104,PHW,203,92,PF,"Texas A&M University",27,0
"Walt Davis",127,STL,203,92,PF,"Texas A&M University",27,0
"George Dempsey",294,PHW,188,86,PG,"King's College",28,0
"Corky Devlin",473,MNL,196,88,SG,"George Washington University",26,0
"Dick Duckett",132,CIN,185,83,PG,"St. John's University",24,0
"Walter Dukes",803,DET,213,99,C,"Seton Hall University",27,0
"Pat Dunn",70,PHW,188,77,SG,"Utah State University",26,0
"Bill Ebben",15,DET,193,86,G,"University of Detroit Mercy",22,0
"Bo Erias",148,MNL,190,99,SF,"Niagara University",25,0
"Ray Felix",879,NYK,211,99,C,"Long Island University",27,0
"Ed Fleming",633,MNL,190,85,SF,"Niagara University",24,0
"Larry Foust",1210,MNL,206,97,C,"La Salle University",29,0
"Larry Friend",175,NYK,193,83,SG,"University of California",22,0
"Harry Gallatin*",1072,DET,198,95,PF,"Truman State University",30,0
"Dick Garmaker",1094,MNL,190,90,SG,"University of Minnesota",25,0
"Jack George",642,PHW,188,86,PG,"La Salle University",29,0
"Tom Gola*",813,PHW,198,92,SG,"La Salle University",25,0
"Joe Graboski",909,PHW,201,88,PF,,28,0
"Richie Guerin*",1041,NYK,193,88,SG,"Iona College",25,0
"Cliff Hagan*",1391,STL,193,95,SF,"University of Kentucky",26,0
"Bob Harrison",517,SYR,201,88,SG,"Oklahoma State University",30,0
"Tom Heinsohn*",1230,BOS,201,98,PF,"College of the Holy Cross",23,0
"Joe Holup",253,TOT,198,97,SF,"George Washington University",23,0
"Joe Holup",44,SYR,198,97,SF,"George Washington University",23,0
"Joe Holup",209,DET,198,97,SF,"George Washington University",23,0
"Bob Hopkins",565,SYR,203,92,PF,"Grambling State University",23,0
"Bob Houbregs*",128,DET,201,95,PF,"University of Washington",25,0
"Hot Rod",452,MNL,193,83,SG,,23,0
"Mel Hutchins",126,NYK,198,90,PF,"Brigham Young University",29,0
"McCoy Ingram",67,MNL,203,95,PF,"Jackson State University",26,0
"Neil Johnston*",1388,PHW,203,95,C,"Ohio State University",28,0
"Sam Jones*",260,BOS,193,89,SG,"North Carolina Central University",24,0
"Phil Jordon",450,TOT,208,92,C,Whitworth,24,0
"Phil Jordon",37,NYK,208,92,C-F,Whitworth,24,0
"Phil Jordon",413,DET,208,92,C,Whitworth,24,0
"Billy Kenville",258,DET,188,84,SG,"St. Bonaventure University",27,0
"Red Kerr",1094,SYR,206,104,C,"University of Illinois at Urbana-Champaign",25,0
"George King",610,CIN,183,79,PG,"University of Charleston",29,0
"Jim Krebs",533,MNL,203,104,C,"Southern Methodist University",22,0
"Slick Leonard*",737,MNL,190,83,PG,"Indiana University",25,0
"Earl Lloyd*",317,SYR,196,90,SF,"West Virginia State University",29,0
"Jim Loscutoff",23,BOS,196,99,SF,"University of Oregon",27,0
"Clyde Lovellette*",1659,CIN,206,106,C,"University of Kansas",28,0
"Ed Macauley*",1019,STL,203,83,C,"Saint Louis University",29,0
"Tom Marshall",152,TOT,193,97,SF,"Western Kentucky University",27,0
"Tom Marshall",21,DET,193,97,SF,"Western Kentucky University",27,0
"Tom Marshall",131,CIN,193,97,SF,"Western Kentucky University",27,0
"Slater Martin*",722,STL,178,77,PG,"University of Texas at Austin",32,0
"Brendan McCann",69,NYK,188,80,PG,"St. Bonaventure University",22,0
"Dick McGuire*",556,DET,183,81,PG,"St. John's University",32,0
"Jack McMahon",566,STL,185,83,SG,"St. John's University",29,0
"Monk Meineke",327,CIN,201,94,PF,"University of Dayton",27,0
"Vern Mikkelsen*",1248,MNL,201,104,PF,"Hamline University",29,0
"Red Morrison",21,STL,203,99,C,"University of Idaho",25,0
"Willie Naulls",1228,NYK,198,102,SF,"University of California, Los Angeles",23,0
"Jack Nichols",399,BOS,201,100,PF,"University of Washington",31,0
"Chuck Noble",454,DET,193,86,SG,"University of Louisville",26,0
"Togo Palazzi",579,SYR,193,92,SF,"College of the Holy Cross",25,0
"Med Park",384,STL,188,92,SG,"University of Missouri",24,0
"Worthy Patterson",7,STL,188,79,G,"University of Connecticut",26,0
"Jerry Paulson",20,CIN,188,83,G,"Manhattan College",22,0
"Jim Paxson",659,CIN,198,90,SG,"University of Dayton",25,0
"Bob Pettit*",1719,STL,206,92,PF,"Louisiana State University",25,0
"Andy Phillip*",236,BOS,188,88,PG,"University of Illinois at Urbana-Champaign",35,0
"Dave Piontek",395,CIN,198,104,SF,"Xavier University",23,0
"Frank Ramsey*",1137,BOS,190,86,SG,"University of Kentucky",26,0
"Richie Regan",524,CIN,188,81,SG,"Seton Hall University",27,0
"Dick Ricketts",562,CIN,201,97,PF,"Duquesne University",24,0
"Arnie Risen*",382,BOS,206,90,C,"Ohio State University",33,0
"Lennie Rosenbluth",235,PHW,193,86,SF,"University of North Carolina",25,0
"Bill Russell*",1142,BOS,208,97,C,"University of San Francisco",23,0
"Woody Sauldsberry",912,PHW,201,99,PF,"Texas Southern University",23,0
"Dolph Schayes*",1791,SYR,203,99,PF,"New York University",29,0
"Dick Schnittker",457,MNL,196,90,SF,"Ohio State University",29,0
"Kenny Sears",1342,NYK,206,89,PF,"Santa Clara University",24,0
"Frank Selvy",135,TOT,190,81,SG,"Furman University",25,0
"Frank Selvy",59,STL,190,81,G-F,"Furman University",25,0
"Frank Selvy",76,MNL,190,81,SG,"Furman University",25,0
"Paul Seymour",267,SYR,185,81,PG,"University of Toledo",30,0
"Chuck Share",622,STL,211,106,C,"Bowling Green State University",30,0
"Bill Sharman*",1402,BOS,185,79,SG,"University of Southern California",31,0
"Gene Shue",982,DET,188,77,SG,"University of Maryland",26,0
"Ron Sobie",630,NYK,190,83,PG,"DePaul University",23,0
"Guy Sparrow",801,NYK,198,98,SF,"University of Detroit Mercy",25,0
"Art Spoelstra",449,TOT,206,99,C,"Western Kentucky University",25,0
"Art Spoelstra",382,MNL,206,99,C,"Western Kentucky University",25,0
"Art Spoelstra",67,NYK,206,99,C,"Western Kentucky University",25,0
"Maurice Stokes*",1066,CIN,201,105,PF,"Saint Francis University",24,0
"Bill Thieben",100,DET,201,97,PF,"Hofstra University",22,0
"Lou Tsioropoulos",538,BOS,196,86,SF,"University of Kentucky",27,0
"Jack Twyman*",1237,CIN,198,95,SF,"University of Cincinnati",23,0
"Charlie Tyra",500,NYK,203,104,C,"University of Louisville",22,0
"Jim Walsh",20,PHW,193,88,F,"Stanford University",27,0
"Win Wilfong",555,STL,188,83,PG,"University of Memphis",24,0
"George Yardley*",2001,DET,196,86,SF,"Stanford University",29,0
"Paul Arizin*",1851,PHW,193,86,SF,"Villanova University",30,0
"Elgin Baylor*",1742,MNL,196,102,SF,"Seattle University",24,0
"Ernie Beck",369,PHW,193,86,SG,"University of Pennsylvania",27,0
"Al Bianchi",719,SYR,190,83,PG,"Bowling Green State University",26,0
"Jerry Bird",25,NYK,198,95,F,"University of Kentucky",23,0
"Bucky Bockhorn",726,CIN,193,90,SG,"University of Dayton",25,0
"Carl Braun",754,NYK,196,81,PG,"Colgate University",31,0
"Pete Brennan",40,NYK,198,92,F,"University of North Carolina",22,0
"Barney Cable",109,DET,201,79,PF,"Bradley University",23,0
"Gene Conley",209,BOS,203,102,PF,"Washington State University",28,0
"Ed Conlin",855,TOT,196,90,SG,"Fordham University",25,0
"Ed Conlin",678,SYR,196,90,F-G,"Fordham University",25,0
"Ed Conlin",177,DET,196,90,SG,"Fordham University",25,0
"Larry Costello",1108,SYR,185,84,PG,"Niagara University",27,0
"Bob Cousy*",1297,BOS,185,79,PG,"College of the Holy Cross",30,0
"Archie Dees",559,CIN,203,92,PF,"Indiana University",22,0
"George Dempsey",265,TOT,188,86,PG,"King's College",29,0
"George Dempsey",95,PHW,188,86,PG,"King's College",29,0
"George Dempsey",170,SYR,188,86,PG,"King's College",29,0
"Connie Dierking",293,SYR,206,100,C,"University of Cincinnati",22,0
"Walter Dukes",933,DET,213,99,C,"Seton Hall University",28,0
"Boo Ellis",428,MNL,196,83,PF,"Niagara University",22,0
"Wayne Embry*",750,CIN,203,108,C,"Miami University",21,0
"Dick Farley",491,DET,193,86,SG,"Indiana University",26,0
"Mike Farmer",435,NYK,201,95,SF,"University of San Francisco",22,0
"Ray Felix",749,NYK,211,99,C,"Long Island University",28,0
"Al Ferrari",413,STL,193,86,SG,"Michigan State University",25,0
"Ed Fleming",461,MNL,190,85,SG,"Niagara University",25,0
"Larry Foust",882,MNL,206,97,C,"La Salle University",30,0
"Dick Garmaker",984,MNL,190,90,SG,"University of Minnesota",26,0
"Jack George",619,TOT,188,86,PG,"La Salle University",30,0
"Jack George",453,PHW,188,86,PG,"La Salle University",30,0
"Jack George",166,NYK,188,86,PG,"La Salle University",30,0
"Tom Gola*",901,PHW,198,92,SG,"La Salle University",26,0
"Joe Graboski",1058,PHW,201,88,PF,,29,0
"Si Green",396,TOT,188,83,PG,"Duquesne University",25,0
"Si Green",250,CIN,188,83,G-F,"Duquesne University",25,0
"Si Green",146,STL,188,83,PG,"Duquesne University",25,0
"Hal Greer*",753,SYR,188,79,SG,"Marshall University",22,0
"Richie Guerin*",1291,NYK,193,88,SG,"Iona College",26,0
"Cliff Hagan*",1707,STL,193,95,SF,"University of Kentucky",27,0
"Steve Hamilton",292,MNL,198,86,SF,"Morehead State University",23,0
"Vern Hatton",375,TOT,190,88,PG,"University of Kentucky",23,0
"Vern Hatton",166,CIN,190,88,G,"University of Kentucky",23,0
"Vern Hatton",209,PHW,190,88,PG,"University of Kentucky",23,0
"Tom Heinsohn*",1242,BOS,201,98,PF,"College of the Holy Cross",24,0
"Joe Holup",570,DET,198,97,SF,"George Washington University",24,0
"Bob Hopkins",668,SYR,203,92,PF,"Grambling State University",24,0
"Hot Rod",682,MNL,193,83,PG,,24,0
"Andy Johnson",463,PHW,196,97,SF,"University of Portland",26,0
"Neil Johnston*",177,PHW,203,95,C,"Ohio State University",29,0
"K.C. Jones*",171,BOS,196,97,PG,,26,0
"Sam Jones*",761,BOS,193,89,SF,"North Carolina Central University",25,0
"Phil Jordon",1029,DET,208,92,PF,Whitworth,25,0
"Red Kerr",1285,SYR,206,104,C,"University of Illinois at Urbana-Champaign",26,0
"Jim Krebs",634,MNL,203,104,C,"Southern Methodist University",23,0
"Slick Leonard*",532,MNL,190,83,PG,"Indiana University",26,0
"Earl Lloyd*",605,DET,196,90,SF,"West Virginia State University",30,0
"Jim Loscutoff",546,BOS,196,99,SF,"University of Oregon",28,0
"Clyde Lovellette*",1009,STL,206,106,C,"University of Kansas",29,0
"Ed Macauley*",65,STL,203,83,C,"Saint Louis University",30,0
"Tom Marshall",64,CIN,193,97,SF,"Western Kentucky University",28,0
"Slater Martin*",687,STL,178,77,PG,"University of Texas at Austin",33,0
"Johnny McCarthy",606,CIN,185,83,PG,"Canisius College",24,0
"Dick McGuire*",655,DET,183,81,PG,"St. John's University",33,0
"Jack McMahon",592,STL,185,83,SG,"St. John's University",30,0
"Shellie McMillon",309,DET,196,92,PF,"Bradley University",22,0
"Vern Mikkelsen*",992,MNL,201,104,PF,"Hamline University",30,0
"Willie Naulls",1068,NYK,198,102,SF,"University of California, Los Angeles",24,0
"Chuck Noble",461,DET,193,86,SG,"University of Louisville",27,0
"Togo Palazzi",595,SYR,193,92,SF,"College of the Holy Cross",26,0
"Jim Palmer",690,CIN,203,101,C,"University of Dayton",25,0
"Med Park",405,TOT,188,92,SG,"University of Missouri",25,0
"Med Park",86,STL,188,92,SG,"University of Missouri",25,0
"Med Park",319,CIN,188,92,SG,"University of Missouri",25,0
"Jack Parr",262,CIN,206,99,C,"Kansas State University",22,0
"Bob Pettit*",2105,STL,206,92,PF,"Louisiana State University",26,0
"Dave Piontek",766,CIN,198,104,PF,"Xavier University",24,0
"Frank Ramsey*",1107,BOS,190,86,SG,"University of Kentucky",27,0
"Hub Reed",325,STL,206,97,C,"Oklahoma City University",22,0
"Guy Rodgers*",483,PHW,183,83,PG,"Temple University",23,0
"Phil Rollins",229,TOT,188,83,PG,"University of Louisville",25,0
"Phil Rollins",86,PHW,188,83,G,"University of Louisville",25,0
"Phil Rollins",143,CIN,188,83,PG,"University of Louisville",25,0
"Lennie Rosenbluth",107,PHW,193,86,SF,"University of North Carolina",26,0
"Bill Russell*",1168,BOS,208,97,C,"University of San Francisco",24,0
"Woody Sauldsberry",1112,PHW,201,99,C,"Texas Southern University",24,0
"Dolph Schayes*",1534,SYR,203,99,PF,"New York University",30,0
"Kenny Sears",1488,NYK,206,89,PF,"Santa Clara University",25,0
"Frank Selvy",667,NYK,190,81,SG,"Furman University",26,0
"Paul Seymour",90,SYR,185,81,SG,"University of Toledo",31,0
"Chuck Share",433,STL,211,106,C,"Bowling Green State University",31,0
"Bill Sharman*",1466,BOS,185,79,SG,"University of Southern California",32,0
"Gene Shue",1266,DET,188,77,PG,"University of Maryland",27,0
"Ron Sobie",400,NYK,190,83,PG,"DePaul University",24,0
"Guy Sparrow",336,TOT,198,98,PF,"University of Detroit Mercy",26,0
"Guy Sparrow",249,NYK,198,98,F,"University of Detroit Mercy",26,0
"Guy Sparrow",87,PHW,198,98,PF,"University of Detroit Mercy",26,0
"Larry Staverman",247,CIN,201,92,PF,"Thomas More College",22,0
"Bennie Swain",265,BOS,203,99,PF,"Texas Southern University",25,0
"Lou Tsioropoulos",145,BOS,196,86,SF,"University of Kentucky",28,0
"Jack Twyman*",1857,CIN,198,95,SF,"University of Cincinnati",24,0
"Charlie Tyra",609,NYK,203,104,C,"University of Louisville",23,0
"Win Wilfong",260,STL,188,83,PG,"University of Memphis",25,0
"George Yardley*",1209,TOT,196,86,SF,"Stanford University",30,0
"George Yardley*",958,DET,196,86,SF,"Stanford University",30,0
"George Yardley*",251,SYR,196,86,SF,"Stanford University",30,0
"Gary Alcorn",230,DET,206,102,C,"California State University, Fresno",23,0
"Bob Anderegg",133,NYK,190,90,SF,"Michigan State University",22,0
"Paul Arizin*",1606,PHW,193,86,SF,"Villanova University",31,0
"Dick Barnett",706,SYR,193,86,SG,"Tennessee State University",23,0
"Elgin Baylor*",2074,MNL,196,102,SF,"Seattle University",25,0
"Ernie Beck",255,PHW,193,86,SG,"University of Pennsylvania",28,0
"Whitey Bell",168,NYK,183,81,PG,"North Carolina State University",27,0
"Al Bianchi",531,SYR,190,83,PG,"Bowling Green State University",27,0
"Bucky Bockhorn",791,CIN,193,90,SG,"University of Dayton",26,0
"Carl Braun",699,NYK,196,81,PG,"Colgate University",32,0
"Barney Cable",262,TOT,201,79,SF,"Bradley University",24,0
"Barney Cable",48,DET,201,79,F,"Bradley University",24,0
"Barney Cable",214,SYR,201,79,SF,"Bradley University",24,0
"Wilt Chamberlain*",2707,PHW,216,124,C,"University of Kansas",23,0
"Gene Conley",478,BOS,203,102,PF,"Washington State University",29,0
"Ed Conlin",781,DET,196,90,SG,"Fordham University",26,0
"Larry Costello",993,SYR,185,84,PG,"Niagara University",28,0
"Bob Cousy*",1455,BOS,185,79,PG,"College of the Holy Cross",31,0
"Archie Dees",707,DET,203,92,PF,"Indiana University",23,0
"Connie Dierking",492,SYR,206,100,C,"University of Cincinnati",23,0
"Walter Dukes",1004,DET,213,99,C,"Seton Hall University",29,0
"Boo Ellis",179,MNL,196,83,PF,"Niagara University",23,0
"Wayne Embry*",773,CIN,203,108,C,"Miami University",22,0
"Mike Farmer",494,NYK,201,95,SF,"University of San Francisco",23,0
"Ray Felix",342,TOT,211,99,C,"Long Island University",29,0
"Ray Felix",81,NYK,211,99,C,"Long Island University",29,0
"Ray Felix",261,MNL,211,99,C,"Long Island University",29,0
"Al Ferrari",608,STL,193,86,SG,"Michigan State University",26,0
"Bob Ferry",364,STL,203,104,C,"Saint Louis University",22,0
"Ed Fleming",171,MNL,190,85,SG,"Niagara University",26,0
"Dick Garmaker",849,TOT,190,90,SG,"University of Minnesota",27,0
"Dick Garmaker",513,MNL,190,90,G-F,"University of Minnesota",27,0
"Dick Garmaker",336,NYK,190,90,SG,"University of Minnesota",27,0
"Jack George",655,NYK,188,86,PG,"La Salle University",31,0
"Tom Gola*",1122,PHW,198,92,SG,"La Salle University",27,0
"Joe Graboski",565,PHW,201,88,PF,,30,0
"Johnny Green",481,NYK,196,90,PF,"Michigan State University",26,0
"Si Green",429,STL,188,83,PG,"Duquesne University",26,0
"Hal Greer*",924,SYR,188,79,SG,"Marshall University",23,0
"Gene Guarilia",145,BOS,196,99,SF,"George Washington University",22,0
"Richie Guerin*",1615,NYK,193,88,SG,"Iona College",27,0
"Cliff Hagan*",1859,STL,193,95,SF,"University of Kentucky",28,0
"Steve Hamilton",76,MNL,198,86,SF,"Morehead State University",24,0
"Vern Hatton",307,PHW,190,88,SG,"University of Kentucky",24,0
"Tom Hawkins",546,MNL,196,95,SF,"University of Notre Dame",23,0
"Tom Heinsohn*",1629,BOS,201,98,PF,"College of the Holy Cross",25,0
"Bob Hopkins",650,SYR,203,92,PF,"Grambling State University",25,0
"Bailey Howell*",1332,DET,201,95,PF,"Mississippi State University",23,0
"Hot Rod",933,MNL,193,83,SG,,25,0
"Andy Johnson",615,PHW,196,97,SF,"University of Portland",27,0
"K.C. Jones*",466,BOS,196,97,PG,,27,0
"Sam Jones*",878,BOS,193,89,SF,"North Carolina Central University",26,0
"Phil Jordon",1004,CIN,208,92,C,Whitworth,26,0
"Billy Kenville",127,DET,188,84,SG,"St. Bonaventure University",29,0
"Red Kerr",1105,SYR,206,104,C,"University of Illinois at Urbana-Champaign",27,0
"Maury King",10,BOS,188,88,PG,"University of Kansas",24,0
"Jim Krebs",572,MNL,203,104,C,"Southern Methodist University",24,0
"Rudy LaRusso",975,MNL,201,99,PF,"Dartmouth College",22,0
